schluessel,laender,arbeitslos.gsamt,arbeitslos.ausld,arbeitslos.bhdt,arbeitslos.15bis20,arbeitslos15bis25,arbeitslos.55bis65,arbeitslos.langzeit
09575165,"        Sugenheim, M",21,1,1,0,2,4,1
09575166,        Trautskirchen,21,0,2,0,5,7,7
09575167,"        Uehlfeld, M",28,4,2,1,4,6,1
09575168,"        Uffenheim, St",118,10,14,3,15,23,27
09575179,        Weigenheim,11,0,2,1,2,4,2
09575181,        Wilhelmsdorf,15,1,2,1,2,4,2
09575444,        Gem.fr. Geb. Neustadt a.d.Aisch-Bad Windsheim,x,x,x,x,x,x,x
09576,"      Roth, Landkreis",2115,207,217,51,233,552,494
09576111,"        Abenberg, St",79,6,6,2,10,21,17
09576113,"        Allersberg, M",161,25,14,4,19,36,40
09576117,        Büchenbach,77,4,6,2,12,24,17
09576121,        Georgensgmünd,129,13,14,2,14,32,32
09576122,"        Greding, St",91,9,11,2,9,25,28
09576126,"        Heideck, St",59,0,9,2,6,20,12
09576127,"        Hilpoltstein, St",170,14,15,4,20,39,29
09576128,        Kammerstein,37,1,6,1,4,11,7
09576132,"        Schwanstetten, M",113,7,14,4,14,28,21
09576137,        Rednitzhembach,96,4,7,2,9,27,17
09576141,        Röttenbach,50,4,7,3,9,10,10
09576142,        Rohr,49,3,7,1,5,13,14
09576143,"        Roth, St",601,85,61,17,64,148,134
09576147,"        Spalt, St",68,2,6,1,6,19,16
09576148,"        Thalmässing, M",64,2,9,1,7,20,15
09576151,"        Wendelstein, M",272,28,26,4,25,76,84
09576444,        Gem.fr. Geb. Roth,x,x,x,x,x,x,x
09577,"      Weißenburg-Gunzenhausen, Landkreis",1692,226,179,49,191,425,384
09577111,"        Absberg, M",26,1,1,0,2,8,5
09577113,        Alesheim,9,0,2,0,0,2,-
09577114,        Muhr a.See,43,3,7,0,2,13,13
09577115,        Bergen,14,1,2,0,2,6,2
09577120,        Burgsalach,12,0,1,0,1,2,3
09577122,        Dittenheim,26,1,3,1,3,10,6
09577125,"        Ellingen, St",47,4,5,1,4,15,9
09577127,        Ettenstatt,9,0,-,0,1,3,2
09577133,"        Gnotzheim, M",13,0,2,0,1,6,2
09577136,"        Gunzenhausen, St",395,59,46,12,45,101,92
09577138,        Haundorf,43,2,3,3,7,12,10
09577140,"        Heidenheim, M",51,2,5,2,6,13,8
09577141,        Höttingen,12,1,-,0,1,2,4
09577148,        Langenaltheim,42,1,10,0,2,17,12
09577149,"        Markt Berolzheim, M",25,4,2,1,2,5,5
09577150,        Meinheim,9,0,1,1,1,1,2
09577151,"        Nennslingen, M",12,1,1,0,1,4,4
09577158,"        Pappenheim, St",71,13,11,3,9,18,13
09577159,        Pfofeld,22,2,2,1,2,3,3
09577161,"        Pleinfeld, M",116,11,10,2,13,29,19
09577162,        Polsingen,14,1,2,0,2,5,3
09577163,        Raitenbuch,9,0,1,0,1,2,1
09577168,        Solnhofen,37,8,3,2,4,10,7
09577172,        Theilenhofen,16,0,3,0,2,7,1
09577173,"        Treuchtlingen, St",269,46,24,7,31,55,71
09577177,"        Weißenburg i.Bay., GKSt",335,65,31,9,41,72,87
09577179,        Westheim,14,0,3,1,3,3,2
096,"    Unterfranken, Regierungsbezirk",26395,3760,2203,520,2892,6052,6354
09661000,      Aschaffenburg,2410,669,148,46,235,451,638
09662000,      Schweinfurt,1692,350,129,18,155,402,405
09663000,      Würzburg,3274,674,279,37,238,659,1003
09671,"      Aschaffenburg, Landkreis",3183,476,255,84,375,774,733
09671111,"        Alzenau, St",305,51,24,4,30,79,76
09671112,        Bessenbach,82,9,9,2,9,14,14
09671113,        Blankenbach,25,2,-,0,2,6,6
09671114,        Karlstein a.Main,166,24,14,4,14,45,37
09671119,        Geiselbach,28,1,1,2,6,7,6
09671120,        Glattbach,44,6,4,1,7,9,10
09671121,"        Goldbach, M",199,44,12,6,25,46,45
09671122,"        Großostheim, M",332,60,21,11,43,70,76
09671124,        Haibach,120,20,8,3,15,31,25
09671126,        Heigenbrücken,40,4,6,2,6,11,10
09671127,        Heimbuchenthal,38,4,2,2,5,8,9
09671128,        Heinrichsthal,14,0,1,1,3,4,2
09671130,"        Hösbach, M",270,30,25,7,32,66,69
09671133,        Johannesberg,54,2,6,2,4,15,12
09671134,        Kahl a.Main,136,18,10,2,12,35,36
09671135,        Kleinkahl,31,1,1,1,4,9,6
09671136,        Kleinostheim,162,30,14,4,18,35,39
09671138,        Krombach,32,0,6,2,6,9,8
09671139,        Laufach,80,14,8,4,14,19,13
09671140,        Mainaschaff,250,54,14,4,26,57,72
09671141,        Mespelbrunn,52,4,7,1,3,17,14
09671143,"        Mömbris, M",191,10,22,4,21,50,44
09671148,        Rothenbuch,22,1,1,0,3,8,3
09671150,        Sailauf,58,4,2,0,7,14,10
09671152,"        Schöllkrippen, M",74,13,7,3,9,20,15
09671153,        Sommerkahl,17,0,1,0,1,5,4
09671155,"        Stockstadt a.Main, M",177,39,11,8,28,39,36
09671156,        Waldaschaff,69,20,4,2,10,13,16
09671157,        Weibersbrunn,33,7,4,0,2,8,6
09671159,        Westerngrund,34,1,4,1,5,9,5
09671160,        Dammbach,34,0,5,1,4,8,8
09671162,        Wiesen,14,0,-,0,2,6,2
09671444,        Gem.fr. Geb. Aschaffenburg,x,x,x,x,x,x,x
09672,"      Bad Kissingen, Landkreis",2259,152,223,47,247,615,584
09672111,        Aura a.d.Saale,14,0,1,1,2,3,3
09672112,"        Bad Bocklet, M",96,6,11,1,7,32,21
09672113,"        Bad Brückenau, St",214,16,21,4,22,59,63
09672114,"        Bad Kissingen, GKSt",652,75,52,9,55,186,187
09672117,"        Burkardroth, M",143,2,17,3,17,45,36
09672121,"        Elfershausen, M",45,2,3,0,5,13,9
09672122,"        Euerdorf, M",33,0,4,3,6,7,10
09672124,        Fuchsstadt,21,0,5,1,3,6,7
09672126,"        Geroda, M",11,0,2,0,2,2,3
09672127,"        Hammelburg, St",249,14,23,6,31,68,68
09672131,"        Maßbach, M",101,4,7,2,13,26,20
09672134,        Motten,35,2,2,2,5,9,6
09672135,"        Münnerstadt, St",155,11,18,4,22,35,36
09672136,        Nüdlingen,72,5,9,2,8,21,16
09672138,        Oberleichtersbach,31,0,5,0,2,8,10
09672139,"        Oberthulba, M",84,2,12,1,10,24,18
09672140,        Oerlenbach,63,3,6,1,9,14,14
09672142,        Ramsthal,14,0,1,1,3,4,2
09672143,        Rannungen,10,0,1,0,2,2,2
09672145,        Riedenberg,11,0,3,1,3,2,3
09672149,"        Schondra, M",17,1,3,0,2,3,3
09672155,"        Sulzthal, M",10,0,-,0,2,3,2
09672157,        Thundorf i.UFr.,6,0,-,0,1,1,1
09672161,        Wartmannsroth,36,0,4,1,3,9,10
09672163,"        Wildflecken, M",103,7,12,2,10,24,28
09672166,"        Zeitlofs, M",35,0,2,0,4,7,8
09672444,        Gem.fr. Geb. Bad Kissingen,x,x,x,x,x,x,x
09673,"      Rhön-Grabfeld, Landkreis",1414,84,119,28,179,381,308
09673113,        Aubstadt,12,0,1,0,4,2,2
09673114,"        Bad Neustadt a.d.Saale, St",383,40,33,6,41,113,108
09673116,        Bastheim,32,2,6,1,4,9,7
09673117,"        Bischofsheim a.d.Rhön, St",79,4,7,2,11,19,14
09673123,"        Fladungen, St",27,0,3,0,5,6,4
09673126,        Großbardorf,8,0,-,1,2,1,2
09673127,        Großeibstadt,13,1,-,0,2,3,1
09673129,        Hausen,10,0,-,0,4,2,1
09673130,        Hendungen,22,0,1,0,2,5,4
09673131,        Herbstadt,13,0,1,0,1,4,4
09673133,        Heustreu,16,1,-,0,3,5,2
09673134,        Höchheim,17,0,-,0,2,6,4
09673135,        Hohenroth,56,2,5,1,7,18,9
09673136,        Hollstadt,24,0,1,1,4,8,3
09673141,"        Bad Königshofen i.Grabfeld, St",112,12,9,1,12,21,24
09673142,"        Mellrichstadt, St",106,5,5,2,14,24,26
09673146,        Niederlauer,21,0,2,1,4,6,3
09673147,        Nordheim v.d.Rhön,18,1,3,0,3,5,2
09673149,"        Oberelsbach, M",38,1,4,1,6,12,8
09673151,        Oberstreu,19,0,1,0,0,6,5
09673153,"        Ostheim v.d.Rhön, St",58,1,6,2,6,14,13
09673156,        Rödelmaier,17,1,-,1,2,2,2
09673160,"        Saal a.d.Saale, M",17,1,4,0,1,7,5
09673161,        Salz,34,1,2,1,3,9,7
09673162,        Sandberg,31,2,3,1,4,10,6
09673163,        Schönau a.d.Brend,26,2,2,0,2,9,8
09673167,        Sondheim v.d.Rhön,17,1,4,1,4,4,3
09673170,        Stockheim,28,0,4,1,4,5,8
09673171,        Strahlungen,12,1,2,0,2,4,1
09673172,        Sulzdorf a.d.Lederhecke,23,1,3,1,2,12,6
09673173,        Sulzfeld,22,1,1,2,4,6,2
09673174,"        Trappstadt, M",11,0,1,0,1,3,3
09673175,        Unsleben,15,0,2,0,1,3,3
09673182,        Willmars,9,0,-,0,3,1,3
09673183,        Wollbach,21,1,2,0,3,7,3
09673184,        Wülfershausen a.d.Saale,17,0,2,0,2,5,1
09673186,        Burglauer,27,0,-,0,5,5,6
09673444,        Gem.fr. Geb. Rhön-Grabfeld,x,x,x,x,x,x,x
09674,"      Haßberge, Landkreis",1706,91,173,43,232,415,356
09674111,        Aidhausen,23,1,5,1,3,5,4
09674118,        Breitbrunn,22,0,2,0,3,5,2
09674120,        Bundorf,12,0,-,0,1,1,4
09674121,"        Burgpreppach, M",30,0,6,1,4,9,7
09674129,        Ebelsbach,63,5,8,2,9,15,11
09674130,"        Ebern, St",159,6,15,3,18,57,52
09674133,"        Eltmann, St",129,12,11,2,14,27,17
09674139,        Gädheim,17,0,1,1,5,4,3
09674147,"        Haßfurt, St",332,24,34,7,46,67,67
09674149,"        Hofheim i.UFr., St",85,4,6,3,10,19,15
09674153,        Riedbach,34,1,5,0,2,10,6
09674159,        Oberaurach,78,2,10,1,8,20,17
09674160,        Kirchlauter,24,0,4,1,3,6,4
09674163,        Knetzgau,119,4,9,5,21,30,21
09674164,"        Königsberg i.Bay., St",71,1,4,2,8,18,16
09674171,"        Maroldsweisach, M",60,1,6,2,8,15,13
09674180,        Theres,52,1,5,1,8,14,6
09674184,        Pfarrweisach,26,1,1,0,2,15,10
09674187,        Rauhenebrach,44,2,5,2,7,9,9
09674190,"        Rentweinsdorf, M",26,2,5,1,6,6,7
09674195,        Sand a.Main,56,1,9,2,11,13,6
09674201,        Stettfeld,19,1,-,1,4,6,5
09674210,        Untermerzbach,29,1,5,0,3,7,6
09674219,        Wonfurt,29,0,5,1,6,10,7
09674221,"        Zeil a.Main, St",157,16,13,5,20,24,39
09674223,        Ermershausen,11,0,1,0,2,2,3
09675,"      Kitzingen, Landkreis",1579,201,151,34,181,353,314
09675111,"        Abtswind, M",9,1,-,0,1,2,1
09675112,        Albertshofen,41,1,5,1,5,10,9
09675113,        Biebelried,22,0,-,0,2,7,3
09675114,        Buchbrunn,19,0,1,0,4,4,6
09675116,        Castell,9,0,1,0,1,3,1
09675117,"        Dettelbach, St",109,3,11,1,12,34,24
09675127,"        Geiselwind, M",35,4,2,0,5,9,4
09675131,"        Großlangheim, M",27,1,3,0,4,7,4
09675139,"        Iphofen, St",56,3,6,1,7,8,9
09675141,"        Kitzingen, GKSt",605,141,53,15,57,111,135
09675142,"        Kleinlangheim, M",37,7,6,1,6,11,8
09675144,"        Mainbernheim, St",34,2,7,1,5,8,3
09675146,        Mainstockheim,27,3,2,1,4,5,3
09675147,"        Marktbreit, St",56,3,5,0,4,16,13
09675148,"        Markt Einersheim, M",16,1,1,0,5,3,3
09675149,"        Marktsteft, St",25,2,1,1,4,3,5
09675150,        Martinsheim,10,0,1,0,1,3,2
09675155,        Nordheim a.Main,9,0,-,1,2,2,3
09675156,"        Obernbreit, M",23,1,4,1,5,7,3
09675158,"        Prichsenstadt, St",40,3,3,2,5,8,7
09675161,        Rödelsee,20,2,1,1,5,5,4
09675162,"        Rüdenhausen, M",18,0,2,0,1,6,3
09675165,"        Schwarzach a.Main, M",39,1,3,0,5,12,4
09675166,        Segnitz,8,0,1,1,2,2,1
09675167,"        Seinsheim, M",15,0,1,0,2,2,5
09675169,        Sommerach,14,0,2,0,2,4,3
09675170,        Sulzfeld a.Main,24,1,2,1,2,8,5
09675174,"        Volkach, St",131,12,17,3,14,27,22
09675177,        Wiesenbronn,13,0,1,0,1,2,6
09675178,"        Wiesentheid, M",76,5,8,2,8,20,18
09675179,"        Willanzheim, M",12,1,2,0,1,2,2
09676,"      Miltenberg, Landkreis",2552,490,187,54,287,549,472
09676111,        Altenbuch,23,0,5,0,2,6,3
09676112,"        Amorbach, St",92,18,6,0,7,18,16
09676116,"        Bürgstadt, M",71,12,6,1,8,16,17
09676117,        Collenberg,43,4,4,1,5,10,7
09676118,        Dorfprozelten,22,4,2,1,2,6,2
09676119,        Eichenbühl,31,2,1,1,2,10,4
09676121,"        Elsenfeld, M",226,80,15,6,26,40,41
09676122,"        Erlenbach a.Main, St",259,68,19,6,31,48,55
09676123,"        Eschau, M",60,5,6,2,8,11,13
09676124,        Faulbach,42,4,4,1,6,9,7
09676125,"        Großheubach, M",106,16,9,3,9,25,23
09676126,        Großwallstadt,71,12,4,1,7,17,18
09676128,        Hausen,29,2,4,1,5,8,6
09676131,"        Kirchzell, M",32,2,2,1,3,13,7
09676132,"        Kleinheubach, M",78,21,5,1,10,14,9
09676133,"        Kleinwallstadt, M",117,26,8,2,12,28,24
09676134,"        Klingenberg a.Main, St",144,34,13,2,18,22,22
09676135,        Laudenbach,34,5,2,0,3,7,5
09676136,        Leidersbach,94,14,6,3,10,24,15
09676139,"        Miltenberg, St",244,47,11,4,21,55,51
09676140,        Mömlingen,94,13,10,2,15,20,16
09676141,"        Mönchberg, M",45,5,4,1,5,12,10
09676143,        Neunkirchen,18,0,-,0,2,3,2
09676144,        Niedernberg,70,7,5,2,10,18,8
09676145,"        Obernburg a.Main, St",155,29,12,3,16,35,26
09676151,        Röllbach,32,3,4,1,4,8,4
09676153,        Rüdenau,11,3,-,1,2,2,2
09676156,"        Schneeberg, M",28,4,2,1,4,7,7
09676158,"        Stadtprozelten, St",36,5,1,1,6,9,6
09676160,"        Sulzbach a.Main, M",110,16,8,1,9,24,23
09676165,"        Weilbach, M",33,2,2,1,4,8,3
09676169,"        Wörth a.Main, St",101,26,10,2,11,16,20
09676444,        Gem.fr. Geb. Miltenberg,x,x,x,x,x,x,x
09677,"      Main-Spessart, Landkreis",2014,201,189,56,285,469,403
09677114,"        Arnstein, St",132,6,9,4,17,31,26
09677116,        Aura i.Sinngrund,11,0,2,0,0,4,3
09677119,        Birkenfeld,26,1,3,0,5,6,3
09677120,        Bischbrunn,25,1,4,2,4,9,5
09677122,"        Burgsinn, M",43,5,2,1,5,6,9
09677125,        Erlenbach b.Marktheidenfeld,34,3,1,1,6,9,3
09677126,        Esselbach,37,3,3,0,2,13,5
09677127,        Eußenheim,47,1,4,0,2,13,13
09677128,        Fellen,11,0,-,0,1,4,2
09677129,"        Frammersbach, M",71,3,7,1,11,16,11
09677131,"        Gemünden a.Main, St",234,30,27,4,30,44,62
09677132,        Gössenheim,9,1,1,1,2,2,1
09677133,        Gräfendorf,23,0,2,1,2,7,4
09677135,        Hafenlohr,26,5,2,1,8,6,3
09677137,        Hasloch,18,3,2,0,3,1,5
09677142,        Himmelstadt,32,1,2,1,6,8,8
09677146,"        Karbach, M",20,1,3,0,2,4,3
09677148,"        Karlstadt, St",238,35,20,7,36,58,50
09677149,        Karsbach,27,1,5,1,3,7,2
09677151,"        Kreuzwertheim, M",54,4,6,1,10,14,9
09677154,"        Triefenstein, M",72,2,8,3,11,15,13
09677155,"        Lohr a.Main, St",216,45,20,6,31,44,41
09677157,"        Marktheidenfeld, St",181,24,20,4,22,44,39
09677159,        Mittelsinn,12,2,1,0,0,3,3
09677164,        Neuendorf,11,0,-,0,2,4,5
09677165,        Neuhütten,13,1,3,0,2,4,2
09677166,        Neustadt a.Main,20,2,1,0,4,3,4
09677169,"        Obersinn, M",18,0,1,0,2,4,3
09677170,        Partenstein,49,3,8,3,9,11,8
09677172,        Rechtenbach,19,1,2,0,4,6,3
09677175,        Retzstadt,13,1,-,0,2,3,2
09677177,"        Rieneck, St",40,3,3,1,8,5,9
09677178,        Roden,15,1,2,1,3,6,4
09677181,"        Rothenfels, St",19,1,2,2,4,6,5
09677182,        Schollbrunn,14,1,2,0,2,7,2
09677186,        Steinfeld,21,1,2,0,2,5,4
09677189,"        Thüngen, M",24,1,1,0,2,6,6
09677193,        Urspringen,22,1,-,1,2,5,3
09677200,        Wiesthal,18,0,2,1,2,4,3
09677203,"        Zellingen, M",98,7,7,3,15,22,18
09677444,        Gem.fr. Geb. Main-Spessart,x,x,x,x,x,x,x
09678,"      Schweinfurt, Landkreis",1792,141,131,30,215,431,390
09678115,        Bergrheinfeld,94,6,6,1,9,19,16
09678122,        Dingolshausen,17,0,2,0,1,2,5
09678123,        Dittelbrunn,109,8,6,1,13,24,23
09678124,        Donnersdorf,28,2,2,1,5,10,3
09678128,        Euerbach,46,2,6,1,6,14,11
09678130,        Frankenwinheim,15,0,1,0,0,5,4
09678132,        Geldersheim,35,4,2,0,3,7,5
09678134,"        Gerolzhofen, St",149,15,7,1,18,33,42
09678135,        Gochsheim,156,21,10,2,14,39,39
09678136,        Grafenrheinfeld,43,2,1,1,6,11,5
09678138,        Grettstadt,73,5,8,1,10,18,21
09678150,        Kolitzheim,63,3,4,2,14,14,9
09678153,        Lülsfeld,9,0,1,0,1,0,2
09678157,        Michelau i.Steigerwald,17,1,1,0,2,3,3
09678160,        Niederwerrn,137,16,9,4,23,26,30
09678164,"        Oberschwarzach, M",21,2,-,1,4,4,2
09678168,        Poppenhausen,58,3,7,1,6,13,12
09678170,        Röthlein,70,6,3,1,10,19,11
09678174,        Schonungen,124,14,13,1,12,39,36
09678175,        Schwanfeld,24,1,2,0,1,6,5
09678176,        Schwebheim,64,4,4,1,8,16,10
09678178,        Sennfeld,87,13,6,2,11,18,21
09678181,"        Stadtlauringen, M",71,4,2,1,5,18,17
09678183,        Sulzheim,30,0,2,0,3,8,9
09678186,        Üchtelhausen,56,2,6,1,7,17,14
09678190,        Waigolshausen,30,1,2,0,3,11,7
09678192,        Wasserlosen,47,2,6,0,7,11,6
09678193,"        Werneck, M",105,6,12,2,13,25,19
09678196,        Wipfeld,13,0,2,0,2,2,3
09678444,        Gem.fr. Geb. Schweinfurt,x,x,x,x,x,x,x
09679,"      Würzburg, Landkreis",2520,232,219,43,264,554,748
09679114,"        Aub, St",28,4,3,0,3,9,9
09679117,        Bergtheim,46,4,5,2,7,10,9
09679118,        Bieberehren,9,0,2,0,0,4,4
09679122,"        Bütthard, M",14,1,2,0,0,4,4
09679124,"        Eibelstadt, St",41,2,2,0,5,9,10
09679126,        Eisingen,42,5,2,0,5,7,15
09679128,        Erlabrunn,14,1,1,0,1,1,3
09679130,        Estenfeld,64,3,4,1,8,17,14
09679131,"        Frickenhausen a.Main, M",28,2,2,0,5,8,6
09679134,        Gaukönigshofen,23,3,3,0,2,4,6
09679135,"        Gelchsheim, M",11,1,1,1,2,5,2
09679136,        Gerbrunn,111,16,11,1,9,16,32
09679137,        Geroldshausen,28,2,3,0,1,9,9
09679138,"        Giebelstadt, M",110,12,10,1,14,23,36
09679141,        Greußenheim,22,1,1,1,2,5,7
09679142,        Güntersleben,73,6,7,1,9,17,19
09679143,        Hausen b.Würzburg,28,2,4,1,3,8,8
09679144,"        Helmstadt, M",33,0,4,1,3,7,11
09679146,        Hettstadt,58,6,4,3,6,14,15
09679147,"        Höchberg, M",149,18,11,1,10,28,53
09679149,        Holzkirchen,12,1,1,1,2,3,5
09679153,        Kirchheim,40,2,2,1,4,6,9
09679154,        Kist,47,4,4,1,4,15,17
09679155,        Kleinrinderfeld,49,3,4,1,6,15,16
09679156,        Kürnach,46,4,8,1,4,17,8
09679161,        Margetshöchheim,34,4,3,0,3,9,12
09679164,"        Neubrunn, M",46,4,4,0,6,10,17
09679165,        Altertheim,28,0,4,0,4,8,9
09679167,"        Eisenheim, M",14,1,-,0,0,4,2
09679169,        Oberpleichfeld,13,0,1,0,2,4,1
09679170,"        Ochsenfurt, St",254,33,17,6,34,39,82
09679174,        Prosselsheim,13,0,1,1,3,2,5
09679175,"        Randersacker, M",64,7,2,0,7,15,24
09679176,"        Reichenberg, M",50,1,4,1,7,12,8
09679177,"        Remlingen, M",30,1,1,0,3,3,8
09679179,        Riedenheim,3,0,-,0,1,0,-
09679180,"        Rimpar, M",104,12,10,3,12,20,24
09679182,"        Röttingen, St",23,0,1,0,4,4,6
09679185,        Rottendorf,77,8,4,2,10,13,21
09679187,"        Sommerhausen, M",17,1,-,0,1,6,3
09679188,        Sonderhofen,7,1,1,0,0,3,1
09679192,        Tauberrettersheim,6,0,-,1,1,3,2
09679193,        Theilheim,30,4,3,0,3,5,8
09679194,        Thüngersheim,39,2,5,0,4,11,7
09679196,        Uettingen,33,1,2,0,2,11,13
09679200,        Leinach,57,3,5,1,3,13,26
09679201,        Unterpleichfeld,27,2,2,0,2,9,2
09679202,        Veitshöchheim,194,24,20,4,17,39,73
09679204,        Waldbrunn,42,1,4,1,4,11,17
09679205,        Waldbüttelbrunn,75,5,6,0,5,16,20
09679206,"        Winterhausen, M",22,2,2,0,4,6,7
09679209,"        Zell a.Main, M",91,10,14,1,8,19,29
09679444,        Gem.fr. Geb. Würzburg,x,x,x,x,x,x,x
097,"    Schwaben, Regierungsbezirk",34455,6991,2861,718,3684,8111,8028
09761000,      Augsburg,9429,2870,758,172,868,1973,2596
09762000,      Kaufbeuren,1394,266,123,40,160,330,346
09763000,      Kempten (Allgäu),1668,360,147,30,161,401,342
09764000,      Memmingen,882,217,51,18,93,200,195
09771,"      Aichach-Friedberg, Landkreis",1840,255,157,48,208,465,402
09771111,        Adelzhausen,26,1,2,1,5,7,9
09771112,        Affing,62,6,4,1,7,15,13
09771113,"        Aichach, St",353,68,32,9,43,79,59
09771114,"        Aindling, M",44,2,4,1,5,12,7
09771122,        Dasing,79,13,8,2,8,22,16
09771129,        Eurasburg,23,2,1,1,3,7,4
09771130,"        Friedberg, St",381,64,24,9,44,82,92
09771140,        Hollenbach,32,0,2,1,3,11,4
09771141,"        Inchenhofen, M",35,2,2,2,5,7,10
09771142,        Kissing,197,28,20,3,16,50,53
09771144,"        Kühbach, M",58,5,6,2,6,18,11
09771145,        Merching,45,7,2,1,7,10,12
09771146,"        Mering, M",198,34,19,7,25,56,50
09771149,        Obergriesbach,31,2,1,0,3,12,7
09771155,        Petersdorf,24,1,2,0,2,11,7
09771156,"        Pöttmes, M",93,14,14,3,11,16,16
09771158,        Rehling,32,1,4,1,3,11,7
09771160,        Ried,28,2,2,1,4,8,5
09771162,        Schiltberg,15,0,2,1,2,5,2
09771163,        Schmiechen,14,1,1,0,1,4,3
09771165,        Sielenbach,19,0,2,1,2,6,3
09771168,        Steindorf,8,0,-,0,1,1,2
09771169,        Todtenweis,21,0,3,1,2,9,5
09771176,        Baar (Schwaben),22,2,2,0,2,6,7
09772,"      Augsburg, Landkreis",3732,523,326,93,429,924,718
09772111,        Adelsried,27,1,1,1,5,5,3
09772114,        Allmannshofen,7,0,1,0,1,0,2
09772115,        Altenmünster,47,1,4,1,5,11,8
09772117,        Aystetten,42,6,2,1,3,9,9
09772121,"        Biberbach, M",45,4,3,1,6,17,13
09772125,"        Bobingen, St",284,62,21,9,33,73,51
09772126,        Bonstetten,10,0,-,0,1,4,1
09772130,"        Diedorf, M",137,17,11,3,16,37,25
09772131,"        Dinkelscherben, M",93,6,13,2,11,28,21
